Frame,Position_X,Position_Y,Position_Z,Rotation_X,Rotation_Y,Rotation_Z,K
13,4.871850490570068,1.1247552633285522,2.0,68.19859191912023,4.0972676881956555e-06,103.00000400460098,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
14,4.851478576660156,1.2096095085144043,2.0,68.19859191912023,6.295974859938655e-06,104.00000517079339,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
15,4.829628944396973,1.2940952777862549,2.0,68.19858508893107,2.9740818244293887e-06,104.99999950679661,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
16,4.806308269500732,1.378186821937561,2.0,68.19859191912023,5.513347931912029e-06,106.00001433336735,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
17,4.781523704528809,1.4618585109710693,2.0,68.19859874930941,-3.2828160791374312e-06,107.00000183918141,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
18,4.755282402038574,1.5450849533081055,2.0,68.19858508893107,-2.440375995993327e-06,108.0000030053738,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
19,4.727592945098877,1.6278407573699951,2.0,68.19859191912023,-6.191551702858843e-06,109.00001100175537,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
20,4.698462963104248,1.710100769996643,2.0,68.19859874930941,1.0546495412683447e-07,109.99999850756943,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
21,4.667901992797852,1.7918397188186646,2.0,68.19858508893107,-1.9916111804356782e-07,111.00000650395098,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
22,4.635919094085693,1.8730329275131226,2.0,68.19859874930941,3.4579006781311322e-06,112.00000083995421,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
23,4.602524280548096,1.9536556005477905,2.0,68.19859874930941,1.280738329355993e-06,113.00000200614662,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
24,4.567727088928223,2.0336833000183105,2.0,68.19859874930941,1.4605168163930354e-06,114.00001000252819,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
25,4.531538963317871,2.113091230392456,2.0,68.19859191912023,-7.641769832304424e-06,115.00000433853141,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
26,4.4939703941345215,2.1918556690216064,2.0,68.19858508893107,7.99773303403283e-06,116.00001233491298,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
27,4.455032825469971,2.2699525356292725,2.0,68.19859191912023,7.41271778503115e-06,117.0000066709162,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
28,4.414738178253174,2.347357749938965,2.0,68.19859191912023,3.604786326652353e-06,118.00000100691943,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
29,4.373098373413086,2.4240481853485107,2.0,68.19859191912023,-4.306742988849086e-06,119.000009003301,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
30,4.330127239227295,2.5,2.0,68.19859874930941,-5.715400377716547e-06,120.00001699968256,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
31,4.285836696624756,2.575190305709839,2.0,68.19859191912023,8.125994168561398e-06,120.99999767530745,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
32,4.240240573883057,2.6495962142944336,2.0,68.19859191912023,-8.712012539065175e-06,122.00000567168901,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
33,4.193352699279785,2.7231950759887695,2.0,68.19858508893107,-1.2324783737300872e-06,123.00000000769224,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
34,4.145187854766846,2.795964479446411,2.0,68.19859874930941,1.3953385489722393e-06,124.0000080040738,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
35,4.095760345458984,2.867882251739502,2.0,68.19859874930941,4.113110412730588e-06,125.00000234007703,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
36,4.0450849533081055,2.9389262199401855,2.0,68.19859874930941,2.6552814958210754e-07,125.99999667608026,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
37,3.993177652359009,3.009075164794922,2.0,68.19859191912023,-7.781095226014494e-07,127.00000467246183,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
38,3.940053701400757,3.0783073902130127,2.0,68.19859191912023,4.977061732185115e-07,128.0000126688434,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
39,3.8857297897338867,3.146601915359497,2.0,68.19859874930941,4.513640055544409e-06,129.00000700484662,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
40,3.8302221298217773,3.213937997817993,2.0,68.19858508893107,-9.704112528634734e-07,130.00000134084985,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
41,3.773547887802124,3.2802951335906982,2.0,68.19859874930941,5.655216751589771e-06,130.99999567685308,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
42,3.715724229812622,3.3456530570983887,2.0,68.19859191912023,-7.390237115653817e-06,132.00000367323466,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
43,3.656768560409546,3.40999174118042,2.0,68.19859874930941,2.41205430155458e-06,132.99999800923788,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
44,3.5966989994049072,3.4732918739318848,2.0,68.19859191912023,-7.169839434002117e-06,134.00000600561944,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
45,3.535533905029297,3.535533905029297,2.0,68.19859874930941,-1.4884944002596857e-06,135.000014002001,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
46,3.4732918739318848,3.5966989994049072,2.0,68.19858508893107,4.579203653525973e-06,135.9999946776259,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
47,3.40999174118042,3.656768560409546,2.0,68.19859191912023,1.0579042664849799e-07,137.00000267400745,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
48,3.3456530570983887,3.715724229812622,2.0,68.19858508893107,7.5553018987345345e-06,138.00001067038903,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
49,3.2802951335906982,3.773547887802124,2.0,68.19859191912023,-4.5902970211439185e-06,139.00000500639226,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
50,3.213937997817993,3.8302221298217773,2.0,68.19859191912023,1.856274711184913e-06,139.99999934239548,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
51,-0.7316992282867432,6.961653232574463,6.0,49.39870454942982,-1.956334452575006e-06,-173.99999801180195,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
52,-0.8530853986740112,6.9478230476379395,6.0,49.39870796452441,1.7671935321109832e-06,-173.00000367579872,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
53,-0.9742116928100586,6.9318766593933105,6.0,49.39870454942982,-2.2831116632133043e-06,-171.99999567941717,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
54,-1.095041275024414,6.913818359375,6.0,49.39871479471358,-6.561913682741232e-09,-171.00000134341394,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
55,-1.215537190437317,6.8936543464660645,6.0,49.39870796452441,-5.668008179185494e-06,-169.99999334703236,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
56,-1.3356629610061646,6.871390342712402,6.0,49.39870454942982,-8.710074690708852e-07,-168.99999901102913,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
57,-1.4553818702697754,6.8470330238342285,6.0,49.398711379618994,3.757498547794515e-06,-168.0000046750259,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
58,-1.5746573209762573,6.820590496063232,6.0,49.39869771924066,-3.3279482009562734e-06,-166.99999667864435,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
59,-1.693453311920166,6.792069911956787,6.0,49.39869771924066,8.370991939452408e-07,-166.00000234264112,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
60,-1.811733365058899,6.761480808258057,6.0,49.39870796452441,-6.316756655116212e-06,-164.99999434625954,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
61,-1.9294614791870117,6.728831768035889,6.0,49.39870454942982,-3.470088207448376e-07,-164.00000001025631,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
62,-2.0466020107269287,6.694133281707764,6.0,49.39870454942982,3.080610763152704e-06,-163.0000056742531,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
63,-2.163119077682495,6.657395839691162,6.0,49.39870796452441,-2.6501643650051625e-06,-161.99999767787153,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
64,-2.278977155685425,6.6186299324035645,6.0,49.39869771924066,1.9399502704111022e-06,-161.0000033418683,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
65,-2.3941409587860107,6.577848434448242,6.0,49.39870454942982,-4.1078924710534905e-06,-159.99999534548672,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
66,-2.508575677871704,6.535062789916992,6.0,49.39869771924066,-1.5766669075833402e-06,-159.0000010094835,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
67,-2.622246265411377,6.490286827087402,6.0,49.39870454942982,-4.9557479447093165e-06,-158.00000667348027,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
68,-2.7351179122924805,6.443533897399902,6.0,49.39869771924066,-1.506836277441124e-06,-156.99999867709872,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
69,-2.847156524658203,6.394818305969238,6.0,49.39870454942982,2.3906648932106756e-06,-156.0000043410955,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
70,-2.9583277702331543,6.344154357910156,6.0,49.39870454942982,-6.125670558297881e-06,-154.99999634471394,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
71,-3.0685980319976807,6.291558265686035,6.0,49.39869771924066,7.671680455528718e-08,-154.0000020087107,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
72,-3.17793345451355,6.237045764923096,6.0,49.39871479471358,5.2776909157872905e-06,-153.00000767270748,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
73,-3.2863008975982666,6.180633068084717,6.0,49.39869771924066,-3.77163252568794e-07,-151.9999996763259,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
74,-3.393667459487915,6.122337818145752,6.0,49.39870454942982,1.2069048820916242e-06,-151.00000534032267,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
75,-3.5,6.062177658081055,6.0,49.39869771924066,-2.559592956118561e-06,-150.00001100431945,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
76,-3.605266571044922,6.000171184539795,6.0,49.39870454942982,3.2675632584403802e-06,-149.0000030079379,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
77,-3.709434747695923,5.936336517333984,6.0,49.39871479471358,-7.745602678435357e-06,-148.00000867193467,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
78,-3.8124732971191406,5.870694160461426,6.0,49.39870796452441,-5.808389517049809e-07,-147.00000067555308,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
79,-3.9143502712249756,5.803263187408447,6.0,49.39871479471358,1.3285260362227951e-06,-146.00000633954986,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
80,-4.015035152435303,5.734064102172852,6.0,49.39869771924066,-1.0808991424987747e-06,-144.9999983431683,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
81,-4.11449670791626,5.663118839263916,6.0,49.39871479471358,-4.059976524221932e-07,-144.0000176675434,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
82,-4.212705135345459,5.590448379516602,6.0,49.39870454942982,-4.165962783983277e-06,-143.00000967116185,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
83,-4.309630393981934,5.516075134277344,6.0,49.39870454942982,9.898316688596147e-07,-142.00001533515862,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
84,-4.405242919921875,5.440021514892578,6.0,49.39871479471358,-4.813138183012981e-06,-141.00000733877704,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
85,-4.499513149261475,5.362310886383057,6.0,49.39870796452441,-7.726064607360438e-06,-140.0000130027738,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
86,-4.592413425445557,5.2829670906066895,6.0,49.39870113433524,1.324640874179419e-06,-139.00000500639226,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
87,-4.6839141845703125,5.202013969421387,6.0,49.39871479471358,-8.287308645117235e-06,-138.00001067038903,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
88,-4.773988723754883,5.119475841522217,6.0,49.39870454942982,2.536238830092386e-06,-137.00000267400745,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
89,-4.862608432769775,5.035378456115723,6.0,49.39871479471358,-2.5595359605786694e-06,-136.00000833800422,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
90,-4.949747562408447,4.949747562408447,6.0,49.39869771924066,-1.3592485660017358e-06,-135.000014002001,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
91,-5.035378456115723,4.862608432769775,6.0,49.39870454942982,7.2212941931944595e-06,-134.00000600561944,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
92,-5.119475841522217,4.773988723754883,6.0,49.39869771924066,-2.4684688940505088e-06,-133.0000116696162,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
93,-5.202013969421387,4.6839141845703125,6.0,49.39870796452441,1.117429721348192e-06,-132.00000367323466,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
94,-5.2829670906066895,4.592413425445557,6.0,49.39869088905149,-3.96187641162662e-06,-130.99999567685308,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
95,-5.362310886383057,4.499513149261475,6.0,49.39870454942982,-8.896419572830181e-07,-130.00000134084985,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
96,-5.440021514892578,4.405242919921875,6.0,49.39870454942982,3.831449853693161e-06,-129.00000700484662,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
97,-5.516075134277344,4.309630393981934,6.0,49.39870796452441,-1.0197016674950734e-05,-127.99999900846505,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
98,-5.590448379516602,4.212705135345459,6.0,49.39869771924066,2.7151779560267713e-06,-127.00001833284017,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
99,-5.663118839263916,4.11449670791626,6.0,49.39871479471358,-9.26702859275579e-06,-126.0000103364586,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
100,-5.734064102172852,4.015035152435303,6.0,49.39870796452441,1.6929188783012015e-06,-125.00001600045537,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
101,-2.9448814392089844,-0.572426974773407,-2.0,123.69006767991696,-1.1932620429076672e-05,-78.99999650655097,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
102,-2.9344427585601807,-0.6237350702285767,-2.0,123.69006767991696,3.7092326890591207e-06,-77.99999534035858,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
103,-2.923110246658325,-0.6748531460762024,-2.0,123.69006767991696,6.442470496122616e-07,-77.00000783454452,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
104,-2.9108872413635254,-0.7257657051086426,-2.0,123.69006767991696,-6.670282890403243e-06,-76.00000666835211,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
105,-2.897777557373047,-0.7764571309089661,-2.0,123.69006767991696,4.418123265794693e-07,-74.99999867197056,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
106,-2.8837850093841553,-0.8269120454788208,-2.0,123.69006767991696,-1.7239235360026067e-06,-74.0000111661565,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
107,-2.8689143657684326,-0.8771151304244995,-2.0,123.69006767991696,-3.0579379373837354e-06,-73.00000316977493,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
108,-2.8531694412231445,-0.9270510077476501,-2.0,123.69006767991696,1.4233095172851523e-06,-72.00000200358254,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
109,-2.8365557193756104,-0.976704478263855,-2.0,123.69006767991696,8.731236320448688e-07,-70.99999400720097,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
110,-2.819077968597412,-1.0260604619979858,-2.0,123.69006767991696,-2.2649834175287106e-06,-69.99999284100856,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
111,-2.800741195678711,-1.0751038789749146,-2.0,123.69006767991696,9.460689666644235e-07,-69.00000533519452,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
112,-2.7815515995025635,-1.1238198280334473,-2.0,123.69008134029531,1.0085635583783128e-06,-68.00000416900211,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
113,-2.761514663696289,-1.1721934080123901,-2.0,123.69006767991696,-6.315101748904353e-06,-67.00000983299888,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
114,-2.7406363487243652,-1.2202099561691284,-2.0,123.69008134029531,2.7970899104043078e-06,-66.00000183661733,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
115,-2.718923330307007,-1.2678548097610474,-2.0,123.69006767991696,4.1674421235767193e-07,-65.00000067042492,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
116,-2.6963820457458496,-1.3151134252548218,-2.0,123.69006767991696,8.93631645075446e-07,-63.99999950423253,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
117,-2.6730196475982666,-1.3619714975357056,-2.0,123.69006767991696,1.8355859408706788e-06,-63.0000051682293,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
118,-2.6488428115844727,-1.4084147214889526,-2.0,123.69006767991696,-4.2457015798469384e-07,-62.0000040020369,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
119,-2.623859167098999,-1.4544289112091064,-2.0,123.69008134029531,4.721302490918279e-06,-61.00000966603368,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
120,-2.598076105117798,-1.5,-2.0,123.69008134029531,-3.5789180866504492e-06,-60.00001533003045,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
121,-2.5715019702911377,-1.545114278793335,-2.0,123.69008134029531,6.00459737557167e-06,-59.00000050345972,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
122,-2.54414439201355,-1.5897578001022339,-2.0,123.69006767991696,2.6929246581425065e-06,-58.00000616745649,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
123,-2.5160117149353027,-1.6339170932769775,-2.0,123.69006767991696,5.948629383841894e-06,-56.99999475598034,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
124,-2.4871127605438232,-1.6775786876678467,-2.0,123.69006767991696,7.5007001715181655e-06,-56.000000419977106,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
125,-2.457456111907959,-1.7207293510437012,-2.0,123.69008134029531,2.783047176263585e-07,-55.0000026688793,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
126,-2.427051067352295,-1.7633557319641113,-2.0,123.69006767991696,4.978289273625535e-06,-54.00000833287607,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
