Frame,Position_X,Position_Y,Position_Z,Rotation_X,Rotation_Y,Rotation_Z,K
127,-2.395906448364258,-1.8054450750350952,-2.0,123.69008134029531,-3.345076174915766e-06,-53.000010581778255,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
128,-2.36403226852417,-1.8469843864440918,-2.0,123.69006767991696,1.680810684739932e-06,-52.000006000491275,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
129,-2.331437826156616,-1.8879611492156982,-2.0,123.69008134029531,4.3253579357332555e-07,-51.00000483429888,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
130,-2.298133373260498,-1.9283628463745117,-2.0,123.69006767991696,1.0222143972934043e-06,-50.00000708320107,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
131,-2.2641286849975586,-1.968177080154419,-2.0,123.69006767991696,-1.6063855016381862e-06,-49.00000591700867,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
132,-2.2294344902038574,-2.007391929626465,-2.0,123.69006767991696,7.291276573961638e-08,-47.9999979206271,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
133,-2.194061040878296,-2.045994997024536,-2.0,123.69008134029531,2.107344542629399e-06,-47.000000169529294,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
134,-2.1580193042755127,-2.083975076675415,-2.0,123.69008134029531,-1.5347260271096912e-06,-46.00000241843148,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
135,-2.1213202476501465,-2.1213202476501465,-2.0,123.69006767991696,2.282022844845871e-06,-44.999994422049916,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
136,-2.083975076675415,-2.1580193042755127,-2.0,123.69008134029531,-4.46268360021512e-06,-44.000006916235854,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
137,-2.045994997024536,-2.194061040878296,-2.0,123.69006767991696,2.788080340435907e-07,-42.99999891985429,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
138,-2.007391929626465,-2.2294344902038574,-2.0,123.69006767991696,1.5190652811914141e-06,-42.00000116875648,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
139,-1.968177080154419,-2.2641286849975586,-2.0,123.69006767991696,-1.6012896932608578e-07,-41.00000000256408,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
140,-1.9283628463745117,-2.298133373260498,-2.0,123.69006767991696,3.7452298507218004e-07,-40.00000566656085,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
141,-1.8879611492156982,-2.331437826156616,-2.0,123.69006767991696,1.2708841058419457e-06,-38.99999083999012,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
142,-1.8469843864440918,-2.36403226852417,-2.0,123.69006767991696,2.69472469942559e-07,-38.00000333417606,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
143,-1.8054450750350952,-2.395906448364258,-2.0,123.69008134029531,-8.220995962897092e-09,-37.00000558307825,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
144,-1.7633557319641113,-2.427051067352295,-2.0,123.69006767991696,2.879832981886767e-06,-35.999990756507515,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
145,-1.7207293510437012,-2.457456111907959,-2.0,123.69006767991696,-4.467439878019094e-06,-35.00000666578804,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
146,-1.6775786876678467,-2.4871127605438232,-2.0,123.69008134029531,3.861842725340477e-07,-34.000002084501055,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
147,-1.6339170932769775,-2.5160117149353027,-2.0,123.69006767991696,-9.16124018894007e-07,-33.000000918308665,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
148,-1.5897578001022339,-2.54414439201355,-2.0,123.69008134029531,1.80088970240603e-06,-32.00000658230543,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
149,-1.545114278793335,-2.5715019702911377,-2.0,123.69008134029531,4.079818096546774e-06,-31.00000200101845,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
150,-1.5,-2.598076105117798,-2.0,123.69006767991696,5.667366775806211e-07,-29.99999741973147,"[[824.2432250976562, 0.0, 0.0], [0.0, 824.2432250976562, 0.0], [300.0, 300.0, 1.0]]"
